Q1373429	video editing software
Q620615	mobile app
Q920890	mobile operating system
Q58636917	BSD operating system
Q20488450	mobile phone series
Q3084961	product lining
Q2351962	raster graphics editor
Q13406463	Wikimedia list article
Q20937557	series
Q6368	web browser
Q1165574	system monitor
Q19723451	smartphone model
Q35127	website
Q16887380	group
Q529029	input method
Q16800444	Windows 8.x
Q178285	freeware
Q21577192	BitTorrent client
Q565428	download manager
Q840703	offline reader
Q56682555	video game console model
Q17444171	model
Q8076	video game console
Q16070115	video game compilation
Q21125433	free or open-source video game
Q259864	microarchitecture
Q20983788	free operating system
Q28933706	multi-tasking operating system
Q131212	text editor
Q272683	instruction set architecture
Q4117406	programming language implementation
Q30167277	RISC ISA
Q2305295	weekly newspaper
Q5633421	scientific journal
Q2085381	publisher
Q41298	magazine
Q571	book
Q1320047	book publishing company
Q47461344	written work
Q1002697	periodical literature
Q14406742	comic book series
Q11032	newspaper
Q1114515	comics publishing company
Q3918	university
Q8274	manga
Q21198342	manga series
Q1110794	daily newspaper
Q19720191	large publisher
Q15728610	Esperanto publisher
Q1004	comic
Q21834496	archaeology journal
Q20655472	editorial collection
Q196600	media franchise
Q3331189	version, edition, or translation
Q1664720	institute
Q4539	cooperative
Q7278	political party
Q14350	radio station
Q1700470	monographic series
Q83790	textbook
Q131436	board game
Q3579160	newspaper publisher
Q685935	trade magazine
Q3185361	comic magazine
Q6500733	printer
Q1331793	media company
Q142714	card game
Q8261	novel
Q737498	academic journal
Q414147	academy of sciences
Q479716	university press
Q627517	history journal
Q21191019	Japanese TV series
Q11086742	television anime
Q1684600	news magazine
Q155271	think tank
Q5292	encyclopedia
Q10901350	anime and manga
Q116634	online game
Q1643932	tabletop role-playing game
Q1789476	bibliographic database
Q1631107	bibliography
Q55106292	Q55106292
Q1368848	literary magazine
Q13136	reference work
Q567357	annual publication
Q754669	manhua
Q875538	public university
Q41176	building
Q233591	communist party
Q1107	anime
Q26110856	study center
Q537929	Autonomous organisation
Q1279564	short story collection
Q955824	learned society
Q18168594	lexicon
Q1787111	biographical dictionary
Q20730707	Q20730707
Q15085475	Panini Group
Q2217301	serial
Q193495	monograph
Q1748756	standard work
Q171341	almanac
Q1153191	online newspaper
Q2668072	collection
Q12408871	Midrasha
Q112983	memoir
Q18624259	private limited liability company
Q732577	publication
Q3497669	Statutes at Large
Q166118	archive
Q200764	bookstore
Q160738	role-playing game
Q1783817	cooperative board game
Q11780435	monthly magazine
Q2831984	comic book album
Q24634210	podcast
Q3402645	service company
Q19720190	medium size publisher
Q7725634	literary work
Q206361	concern
Q53843792	literary dylogy
Q11424	film
Q28863779	university research group
Q1459574	compendium
Q734698	collectible card game
Q2493450	juvenile political organisation
Q2608849	imprint
Q327333	government agency
Q506240	television film
Q4671277	academic institution
Q480242	statistical service
Q39811647	translation
Q4201890	institute of the Russian Academy of Sciences
Q33506	museum
Q503106	josei manga
Q299191	chess variant
Q28849855	stationers
Q15804899	Deck-building game
Q1059863	women's magazine
Q180958	faculty
Q14514600	group of fictional characters
Q484652	international organization
Q7246202	private foundation (US)
Q15925165	specialized agency of the United Nations
Q45400320	open-access publisher
Q11287	exploit
Q2801262	hacker group
Q860676	image viewer
Q7554349	software publisher
Q868410	graphics software
Q748019	scientific society
Q8346700	cultural heritage site in Russia
Q2385804	educational institution
Q1664917	Q1664917
Q615699	Internet encyclopedia
Q847906	online magazine
Q8513	database
Q4184	autobiography
Q1760610	comic book
Q372353	research funding
Q270791	state-owned enterprise
Q171	wiki
Q483130	geographic information system
Q985394	editor
Q28920117	structured programming language
Q241317	computing platform
Q193076	functional programming
Q275596	imperative programming
Q180868	prototype-based programming
Q1051282	generic programming
Q3839507	functional programming language
Q1135914	event-driven programming
Q30267	aspect-oriented programming
Q28920813	event-driven programming language
Q28920810	prototype-based programming language
Q28923026	generic programming language
Q651794	compiled language
Q5499621	free-form language
Q28920142	array programming language
Q5519929	game creation system
Q193564	game engine
Q681263	open standard
Q24451526	data serialization format
Q36774	web page
Q847959	social cataloging application
Q7144753	pathfinder (library science)
Q1147639	data dictionary
Q783866	JavaScript library
Q1810858	blog software
Q48995961	headless content management system
Q26726974	dynamic geometry software
Q842397	web feed
Q275969	crowdsourcing
Q6423319	knowledge organization system
Q56035782	tagging project
Q18991633	Current Awareness Service
Q15711870	animated character
Q1143070	software suite
Q3467906	virtual assistant
Q6044153	intelligent user interface
Q782543	graphical user interface
Q891055	package management system
Q3503189	FTP client
Q15836568	computer network protocol
Q2979024	HTTP client
Q290378	Internet Standard
Q132364	communications protocol
Q355134	graphics engine
Q165194	application programming interface
Q373442	web browser engine
Q1248784	airport
Q644371	international airport
Q1158769	steam sloop
Q3184121	municipality of Brazil
Q695850	military airbase
Q2401485	expedition
Q11446	ship
Q266487	H-II Transfer Vehicle
Q18812508	space module
Q40218	spacecraft
Q127924	Cygnus
Q5916	spaceflight
Q537127	road bridge
Q34442	road
Q158218	truss bridge
Q728937	railroad line
Q1210334	railway bridge
Q12570	suspension bridge
Q1068842	footbridge
Q2354973	road tunnel
Q21170235	iron bridge
Q12042110	steel bridge
Q1519890	Norwegian national road
Q44377	tunnel
Q15640053	tram system
Q3397526	stone bridge
Q83620	thoroughfare
Q158438	arch bridge
Q1055465	girder bridge
Q43898142	group of bridges
Q2056881	rijksweg
Q46622	controlled-access highway
Q181348	viaduct
Q269949	highway
Q428759	wooden bridge
Q653401	trestle bridge
Q48398369	stone arch bridge
Q12280	bridge
Q1898246	vertical-lift bridge
Q16917	hospital
Q79007	street
Q860861	sculpture
Q174782	square
Q1371037	institute of technology
Q24354	theater
Q3914	school
Q483453	fountain
Q1917775	music publisher
Q742421	theatre company
Q1088552	Catholic church
Q697295	shrine
Q317557	parish church
Q6979635	National parish
Q11635	theater
Q179700	statue
Q7075	library
Q160645	orphanage
Q4989906	monument
Q18127	record label
Q11691	stock exchange
Q3280746	general education liceum
Q7246264	privately owned public space
Q1236680	gentlemen's club
Q3639678	circulating library
Q622425	nightclub
Q7543083	avenue
Q570116	tourist attraction
Q54114	boulevard
Q1464145	Q1464145
Q21562164	National Historical Commission of the Philippines historical marker
Q19860854	former building or structure
Q41253	movie theater
Q1497364	building complex
Q10505824	embankment
Q917182	military academy
Q703941	private road
Q15924535	Wikimedia chapter
Q3917681	embassy
Q1244442	school building
Q1362225	warehouse
Q28640	profession
Q811979	architectural structure
Q213441	shop
Q28564	public library
Q1769139	reference library
Q12410165	Torah library
Q11707	restaurant
Q35054	post office
Q2901570	municipal library in Paris
Q17438516	musical instrument museum
Q641226	arena
Q22746	urban park
Q1060829	concert hall
Q1684522	jazz club
Q1304276	arterial road
Q207694	art museum
Q24284215	musical instrument store
Q10416961	working life museum
Q907698	prospekt
Q672070	photographic studio
Q21000333	shopping street
Q1802087	Q1802087
Q16463	lyceum
Q1021645	office building
Q43501	zoo
Q5193377	cultural institution
Q57997672	mixed martial arts training facility
Q376	clock
Q6006	neon sign
Q2122214	national archives
Q3950	villa
Q44613	monastery
Q43483	water well
Q38723	higher education institution
Q22698	park
Q627718	Employment Tribunal
Q16970	church building
Q523166	gracht
Q828909	wharf
Q31728	public administration
Q1007870	commercial art gallery
Q15243209	historic district
Q431289	brand
Q1516079	cultural heritage ensemble
Q604177	municipal archive
Q9842	primary school
Q9826	high school
Q159334	secondary school
Q30022	café
Q1981640	liceo linguistico
Q1636697	humanistic gymnasium
Q21554881	Roman Catholic cemetery
Q2782287	Q2782287
Q1976594	science park
Q2399626	technopole
Q209465	campus
Q2399482	techno club
Q7969215	ward of the City of London
Q261232	business unit
Q207934	avenue
Q330284	marketplace
Q28793904	Q28793904
Q801740	station square
Q428661	U-boat
Q778129	light cruiser
Q1051067	pre-dreadnought battleship
Q559026	ship class
Q204577	schooner
Q216057	barque
Q18201623	expedition to the International Space Station
Q20074337	auto racing team
Q898771	heavy cruiser
Q156966	Deutschland-class cruiser
Q2811	submarine
Q3112873	three-masted schooner
Q660668	training ship
Q25956	space station
Q402092	motor ship
Q852190	shipwreck
Q174736	destroyer
Q20146776	rallying team
Q214190	battlecruiser
Q178193	steamboat
Q1716850	submarine tender
Q634415	midget submarine
Q167991	Type VII submarine
Q15809732	Fishery protection vessel
Q575727	museum ship
Q55488	railway station
Q15079663	rapid transit railway line
Q928830	metro station
Q22808403	station located underground
Q4663385	former railway station
Q1412403	commuter rail
Q3240003	bus route
Q953806	bus stop
Q1067164	line
Q22808404	station located on surface
Q3456602	French autoroute
Q1426271	route nationale
Q55491	underground railway station
Q15141321	train service
Q11424045	railway station above ground
Q15145537	light rail line
Q15145593	tram line
Q484170	commune of France
Q11670533	elevated station
Q1268865	light rail
Q639030	people mover
Q493016	intercity bus service
Q755707	municipality of Norway
Q2376564	interchange
Q2145163	trunk road
Q1187691	roadside station in Japan
Q2175765	tram stop
Q3957	town
Q1251403	alley
Q2065736	cultural property
Q20202072	terminus
Q3201814	fast tram stop
Q494829	bus station
Q4167410	Wikimedia disambiguation page
Q55490	through station
Q55485	dead-end station
Q14626453	regional rail
Q15104814	land boundary
Q133346	border
Q3089219	maritime boundary
Q12413618	international border
Q2692757	Stadsroute
Q842314	bus lane
Q633423	rail
Q1339195	station building
Q20899166	regional capital (France)
Q1549591	big city
Q486972	human settlement
Q34763	peninsula
Q2983893	quarter
Q1192191	airport rail link
Q3238851	main line
Q15105893	town in Croatia
Q159184	two-lane expressway
Q353070	junction
Q17109618	Metrolinx mobility hub
Q1567913	railway station inside a port
Q55678	railway halt
Q18543139	central station
Q707813	Hanseatic city
Q22667	railway
Q5119	capital
Q515	city
Q180684	conflict
Q726	horse
Q45364	wing
Q15056993	aircraft family
Q927914	Paris Métro rolling stock
Q15056995	aircraft model
Q23039057	bus model
Q811704	rolling stock class
Q45296117	aircraft type
Q1199344	rubber-tyred metro
Q19832486	locomotive class
Q3407658	tramcar
Q5063597	low-floor tram
Q11436	aircraft
Q172957	Tu-154
Q56697263	Q56697263
Q23038372	bus bodywork model
Q1872522	low-entry bus
Q1078334	low-floor bus
Q3959904	multiple unit
Q1567915	diesel multiple unit
Q17377208	Railway Undertaking
Q443874	Siemens Desiro ML train
Q16893617	push-pull rake
Q1414135	rolling stock
Q3231690	automobile model
Q5643	water taxi
Q35872	boat
Q870	train
Q2878855	bus rapid transit
Q17412622	automobile marque
Q3588091	hybrid-powered multiple unit
Q4022	river
Q1825472	covered bridge
Q131681	reservoir
Q1030403	navigable aqueduct
Q167270	trademark
Q16858238	train category
Q13402959	high speed train
Q249556	railway company
Q22302160	descriptive item used as unit
Q16481846	subprefecture in France
Q56061	administrative territorial entity
Q866196	episcopal see
Q1637706	city with millions of inhabitants
Q22927616	commune of France with specific status
Q6465	departments of France
Q3257686	locality
Q21869758	delegated commune
Q2264924	port city
Q1852859	populated place in the Netherlands
Q1093829	city of the United States
Q13539802	place with town rights and privileges
Q19796778	route départementale
Q532	village
Q2989454	commune nouvelle
Q3624078	sovereign state
Q3024240	historical country
Q106259	polder
Q1484611	buurtschap
Q17343829	unincorporated community
Q15079751	submunicipality of Amsterdam
Q2039348	municipality of the Netherlands
Q130003	ski resort
Q666943	associated commune
Q45242174	gazetted locality of Victoria
Q188509	suburb
Q498162	census-designated place
Q17146139	Wikimedia route diagram
Q11266439	Wikimedia template
Q32880	architectural style
Q2031836	Eastern Orthodox church
Q120560	minor basilica
Q15848826	city ​​palace
Q751876	château
Q109607	ruins
Q615810	water castle
Q2977	cathedral
Q1792644	art style
Q1408475	fortified house
Q968159	art movement
Q3947	house
Q5773747	historic house
Q214252	stable
Q34627	synagogue
Q543654	city hall
Q2237369	subsidiary church
Q2915955	philosophical movement
Q2198855	cultural movement
Q4167836	Wikimedia category
Q683038	pseudobasilika
Q1406904	Fernbahnhof
Q14562709	London Underground station
Q16560	palace
Q907116	National monuments of Spain
Q1365179	hôtel particulier
Q1497375	ensemble of buildings
Q56242215	catholic cathedral
Q2052698	rural cemetery
Q4387609	architectural firm
Q1378975	convention center
Q879050	manor house
Q108325	chapel
Q83405	factory
Q2651004	palazzo
Q1802963	mansion
Q11755959	multi-storey urban building
Q16884952	country house
Q12292478	estate
Q19844914	university building
Q7328910	art collection
Q12783	English garden
Q12781	Giardino all'italiana
Q1200957	tourist destination
Q29045018	church building incorporated with parish hall
Q1343246	English country house
Q857909	beer garden
Q256020	inn
Q1622062	college library
Q466544	loggia
Q2080521	market hall
Q685204	gate tower
Q1202402	townhouse
Q3469910	performing arts center
Q7540126	headquarters
Q494230	medical school
Q39715	lighthouse
Q1686006	summer residence
Q1763828	multi-purpose hall
Q47928	circus
Q15020931	hôtel de ville
Q1137809	courthouse
Q10631691	Catholic pilgrimage site
Q24699794	museum building
Q27686	hotel
Q455403	grand hotel
Q92107	quadrangular castle
Q66344	central bank
Q1382269	Stadtburg
Q2451577	junction station
Q1424449	hunting lodge
Q1436181	maison de plaisance
Q746628	studio
Q1329623	cultural center
Q56242235	lutheran cathedral
Q13107184	pharmacy
Q2087181	historic house museum
Q23413	castle
Q17418423	Plaza Mayor
Q162875	mausoleum
Q6926878	movie palace
Q13402009	apartment building
Q4919932	stately home
Q2983546	Q2983546
Q8719053	music venue
Q39614	cemetery
Q4240267	palace theatre
Q1793804	S-Bahn station
Q1107656	garden
Q1128397	convent
Q1147171	interchange station
Q55484	tower station
Q11303	skyscraper
Q52561285	Sant Joan del Clot Tower
Q18704634	railway museum
Q2516357	transport museum
Q1154710	association football stadium
Q2282602	housing estate
Q131263	barracks
Q1303167	barn
Q17350442	venue
Q230752	auditorium
Q11315	shopping mall
Q93184	drawing
Q3305213	painting
Q82604	design
Q595597	negative
Q180516	room
Q667276	art exhibition
Q464980	exhibition
Q17431399	national museum
Q1190554	occurrence
Q42744322	urban municipality of Germany
Q22702	book burning
Q3700458	Cement tile
Q262166	municipality of Germany
Q22865	independent city of Germany
Q468402	tile
Q16735822	history museum
Q2990963	figure skating competition
Q1573906	concert tour
Q23442	island
Q1187811	college town
Q208511	global city
Q59861107	temporary art exhibition
Q21281405	Wikidata internal entity
Q54803583	Wikidata birthday
Q253030	major regional center
Q125191	photograph
Q220505	film festival
Q200250	metropolis
Q18761202	watercolor painting
Q549276	flotilla
Q756102	open-air museum
Q1759852	sculpture garden
Q29023906	temporary exhibition
Q176799	military unit
Q27787439	film festival edition
Q722604	reliquary
Q257391	federal capital
Q22806	national library
Q1352795	cinematheque
Q132241	festival
Q1180262	residenz
Q7777570	theatrical production
Q17450342	envoi de Rome
Q21518270	state or insular area capital in the United States
Q43099500	performing arts production
Q15275719	recurring event
Q618123	geographical object
Q16334295	group of humans
Q4801521	arts festival
Q70208	municipality of Switzerland
Q59926616	travelling exhibition
Q134626	district capital
Q15026	chair
Q62049	county seat
Q747074	comune of Italy
Q17221353	capital of prefecture
Q54935504	city of Switzerland
Q5107	continent
Q28890616	group of casts
Q358	heritage site
Q2327515	city district
Q925381	city with powiat rights
Q839954	archaeological site
Q871419	district of Austria
Q262882	statutory city of Austria
Q261543	state of Austria
Q667509	municipality of Austria
Q15206795	exhibition room
Q278222	bucket-wheel excavator
Q901497	Lignite mining
Q483110	stadium
Q1076486	sports venue
Q2389789	steel roller coaster
Q194195	amusement park
Q14784328	state capital in Germany
Q7930989	city/town
Q18574946	annual event
Q57812611	mammal living in captivity
Q6901903	monoprinting
Q408804	borough of New York City
Q14770218	cantonal capital of Switzerland
Q1784021	artwork copy
Q11681271	curatorial department of the Louvre
Q183272	frieze
Q500834	tournament
Q866133	university museum
Q2647254	study
Q1547289	Luther city
Q3026787	saying
Q268592	economic branch
Q1901835	seat of government
Q1221156	state of Germany
Q15974307	Einheitsgemeinde of Germany
Q572879	plasterwork
Q331225	Fabergé egg
Q21745157	destroyed artwork
Q133442	city-state
Q57318	Free imperial city
Q1211427	academia
Q33602	giant panda
Q208820	baptismal font
Q18593264	item of collection or exhibition
Q20749395	naval unit
Q52371	regiment
Q20437094	installation
Q2334148	sculptural group
Q15487029	patriarchal basilica
Q13218690	town status in Hungary
Q188604	county of Hungary
Q8502	mountain
Q23899575	outdoor event
Q2716259	metropolitan municipality in Turkey
Q1414991	area
Q1147395	district of Turkey
Q1066984	financial centre
Q10413035	Q10413035
Q53536964	royal palace
Q245260	conurbation
Q50337	prefecture of Japan
Q6501447	local government
Q476028	association football club
Q16632355	futsal team
Q3391771	plate
Q476300	competition
Q253019	Ortsteil
Q1749269	city designated by government ordinance
Q5078274	sketch
Q57305	trade fair
Q27020041	sports season
Q1620908	historical region
Q1079023	championship
Q868557	music festival
Q82794	geographic region
Q7379880	Runic inscriptions
Q585956	masia
Q659396	equestrian statue
Q216107	department store
Q1348006	city block
Q4688003	aerial bombing of a city
Q2656967	nuclear explosion
Q13406554	sport competition
Q175331	demonstration
Q219423	mural
Q194428	stage
Q23002054	private not-for-profit educational institution
Q1620945	historically black colleges and universities
Q21010817	city of Pennsylvania
Q1785071	fort
Q1306755	administrative centre
Q192299	county of Norway
Q5153359	municipality of the Czech Republic
Q1758856	commune of Mali
Q2418896	continental area and surrounding islands
Q855697	subcontinent
Q13217644	municipality of Portugal
Q47114558	art catalog
Q752638	barrel organ
Q4390543	Dōjinshi convention
Q17152495	artwork original version
Q1138737	lamp
Q15063611	city
Q3505887	city council
Q3301053	consolidated city-county
Q60491487	settlement facility
Q625994	convention
Q3551559	Q3551559
Q51929311	largest city
Q748611	finger food
Q48004378	e-sport competition
Q2623547	equestrian event
Q15978299	municipality with town privileges in the Czech Republic
Q28737012	museum of culture
Q28328984	village in Armenia
Q1357964	county town
Q3354859	collegiate university
Q192287	administrative territorial entity of Russia
Q8452914	district town
Q1154859	rock festival
Q46686	reredos
Q957433	glyptotheque
Q485808	Polk County
Q15127012	town of the United States
Q372363	geotope
Q18674739	event venue
Q1751770	airship hangar
Q245016	military base
Q1779653	colossal statue
Q26883973	lost sculpture
Q1499928	Gemarkung
Q366301	research expedition
Q192611	constituency
Q475050	federal district
Q10864048	first-level administrative country subdivision
Q1094397	autonomous city
Q1422929	primate city
Q22674925	former populated place
Q164419	long gallery
Q1144661	amusement ride
Q2416723	theme park
Q3559093	Sanctuary city
Q1961493	guildhall
Q2743	musical
Q58483083	dramatico-musical work
Q448801	Große Kreisstadt
Q15830667	quarter of  Hamburg
Q1200701	design museum
Q17000320	theatre museum
Q18608583	recurring sporting event
Q16466010	association football match
Q3358622	pedagogic tool
Q1129398	fan convention
Q820477	mine
Q2352616	catalog
Q132137	icon
Q657449	parade
Q2198484	municipal district in Russia
Q787934	automobile museum
Q2917176	savings bank of Spain
Q624232	National Historic Landmark
Q847017	sports club
Q2755753	area of London
Q35749	parliament
Q37002670	unicameral legislature
Q54111	neoclassical architecture
Q165	sea
Q986177	mediterranean sea
Q27554677	former capital
Q174844	megacity
Q4358176	council
Q1604562	Landesausstellung
Q851990	population group
Q835714	oblast of Russia
Q902104	private university
Q673203	foreskin
Q1087471	relic associated with Jesus
Q15210668	lower-tier municipality
Q1402592	island group
Q1375749	Europastadt
Q1548518	large district town
Q1006876	borough in the United Kingdom
Q417175	kingdom
Q29553	sanctuary
Q15273785	Belgian municipality with city privileges
Q493522	municipality of Belgium
Q1066538	National Central City
Q1208802	direct-controlled municipality
Q56557504	city of Iran
Q1149652	district of India
Q21457810	Scottish district
Q202435	lieutenancy area of Scotland
Q131734	brewery
Q2772772	military museum
Q16913666	Academy Awards ceremony
Q153562	opera house
Q27702623	academic enclave
Q15127838	city under state jurisdiction in Latvia
Q17489160	bust
Q42058748	Training Center of the German Airforce
Q1473346	stained glass
Q45776	fjord
Q1137833	core city of Japan
Q1145012	special city of Japan
Q11060274	print
Q383092	art school
Q27676416	city or town
Q24566025	Norse runestone
Q1523821	Socken
Q1907114	metropolitan area
Q2138558	regiopolis
Q1401585	medium regional center
Q13220204	second-level administrative country subdivision
Q123705	neighborhood
Q2785216	municipality section
Q24862	short film
Q19680204	motion simulator
Q684740	real property
Q483242	laboratory
Q1666941	International Standard Payload Rack
Q133006	Asian elephant
Q1951366	public utility
Q1475403	Kunsthalle
Q13218391	charter city
Q15936437	research university
Q23002039	public educational institution of the United States
Q20971972	Original Public Ivy
Q838948	work of art
Q23013246	copy
Q55043	gymnasium
Q1266818	independent city
Q18691599	military facility
Q29918961	military training centre
Q856076	municipality of Finland
Q537250	federal city
Q281460	pipe organ
Q1349648	municipality of Greece
Q1234255	regional unit of Greece
Q23397	lake
Q12031379	capital of region
Q4220917	film award
Q17148672	social club
Q14745	furniture
Q15727816	painting series
Q5198626	cycling club
Q15647906	city of Portugal
Q20724701	city or town in Armenia
Q2074737	municipality of Spain
Q1188663	Colonial Colleges
Q19833170	town of Portugal
Q6593035	separated municipality in Ontario
Q168983	conflagration
Q2616791	urban municipality of Poland
Q170984	crown
Q1863818	maritime museum
Q257978	statutory city
Q2820111	cult image
Q420816	Acrolith
Q385994	special library
Q170980	obelisk
Q820084	mountain park
Q1616075	television station
Q655686	commercial building
Q511355	television studio
Q2470835	radio studio
Q3476533	monumental sculpture
Q50330360	second largest city
Q14946335	Jardín histórico
Q33146843	municipality of Catalonia
Q21099420	paseo
Q53060	gate
Q18752456	entrance fence
Q2927789	buitenplaats
Q16518	barge
Q2911266	borough of New Jersey
Q1042902	Flower box
Q2993243	religious congregation
Q27968055	recurrent event edition
Q16738862	statuette
Q101687	altar
Q721747	commemorative plaque
Q4140840	lost artwork
Q1457747	ship model
Q21076217	art project
Q268205	plinth
Q3329412	archaeological museum
Q88291	citadel
Q1049757	multi-purpose stadium
Q22672348	performance artwork
Q744913	aviation accident
Q204894	marginal sea
Q2434238	heritage
Q3497366	whaling station
Q10494269	real estate
Q179049	nature reserve
Q473972	protected area
Q1062856	anniversary
Q157570	crematory
Q14750991	Commonwealth War Graves Commission maintained cemetery
Q13429025	general cemetery
Q2026833	garden square
Q875016	terraced house
Q47443726	tennis tournament with multiple editions
Q1595639	local museum
Q41582469	music festival edition
Q1074523	planned community
Q15711026	altarpiece
Q29556224	city in Cyprus
Q464780	mint
Q57831	fortress
Q726929	film archive
Q1415133	film museum
Q13455645	administrative city in the Republic of Ireland
Q15221310	second-class city
Q35140	performance
Q87167	manuscript
Q851782	tableware
Q193888	mitre
Q27150222	fair ground
Q359414	open air concert
Q847950	dormitory
Q17000321	Stadthalle
Q207697	diorama
Q12813115	urban areas of Sweden
Q2967773	reliquary chest
Q44844	Bismarck tower
Q288514	fair
Q143912	triumphal arch
Q184949	hippodrome
Q160742	abbey
Q189004	college
Q933916	Union Pacific Big Boy
Q14762300	single-tier municipality
Q17457753	census subdivision
Q44494	mill
Q1747681	artist museum
Q33609	polar bear
Q193893	capital
Q112099	island nation
Q6256	country
Q548126	anime convention
Q2336849	Esperanto library
Q309250	courtyard
Q1366722	final
Q199414	bog body
Q1983405	cantonal tribunal
Q2922711	bowl game
Q1471069	Mittelschule
Q1365560	Fachhochschule
Q1469420	adult education centre
Q1520456	business park of private company
Q1728107	Kantonsschule
Q3591561	Q3591561
Q3591586	public scientific, cultural or professional establishment
Q3551775	university
Q1656682	event
Q276173	pavilion
Q131514	couch
Q82383	base
Q29946056	highly urbanized city
Q1330941	Royal Parks of London
Q165044	greenhouse
Q27032254	art archive
Q575759	war memorial
Q183342	federal city of Russia
Q41501164	village of Crimea
Q7216840	urban-type settlement in Ukraine
Q21672098	village of Ukraine
Q7265977	former municipality of the Netherlands
Q133311	tribe
Q1496967	territorial entity
Q153813	extermination camp
Q5003624	memorial
Q328468	Nazi concentration camp
Q1278452	polyptych
Q18573970	group of paintings
Q12859788	steamship
Q13033698	market square
Q15304003	country of the Kingdom of the Netherlands
Q184644	conservatory
Q1043939	Carnegie library
Q35112127	historic building
Q21507383	provincial or territorial capital city in Canada
Q2073106	Olympic Park
Q16966	duomo
Q2154459	New England town
Q21281546	gouache painting
Q2727213	theft
Q24910170	2015–16 SWIFT banking hack
Q7830213	township of New Jersey
Q1820425	pumpjack
Q14660	flag
Q51049922	village
Q81471	flag of Estonia
Q1081138	historic site
Q133056	mountain pass
Q34038	waterfall
Q2543279	cantonment
Q1742272	theatre organ
Q10855061	archaeological find
Q548611	district of the Czech Republic
Q38911	region of the Czech Republic
Q1970365	natural history museum
Q15060435	Marine mammal park
Q26843	killer whale
Q3363974	animal theme park
Q646317	Biathlon World Championships
Q42939539	manuscript collection
Q2190251	arts centre
Q167346	botanical garden
Q1666019	pressure group
Q18123390	exhibition area
Q1501	swimming pool
Q170477	chimney
Q17715832	castle ruin
Q1048525	golf course
Q15221304	first-class city
Q121649	ashlar
Q20900710	painting on a moveable support
Q3330843	museums of the city of Paris
Q867246	cigarette case
Q220659	archaeological artifact
Q133067	mosaic
Q1147753	cyclorama
Q202595	prefecture of Greece
Q37901	strait
Q17362920	Wikimedia duplicated page
Q17051044	mahalle
Q33837	archipelago
Q1371789	holiday home
Q4943467	Boomburb
Q1266029	Edge city
Q691960	satellite city
Q1587716	visitor center
Q62832	observatory
Q1210300	mkhare
Q7120495	Pennsylvania Railroad K4s
Q1395089	Horseshoe curve
Q58911074	Denkmalfachbehörde
Q22811668	archaeological institute
Q370258	junior college
Q320765	Covert listening device
